지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%)
188,성산,9/2/2019 17:00,27,,3.9,86
188,성산,9/2/2019 18:00,26.4,,3.7,90
188,성산,9/2/2019 19:00,25.9,,1.7,94
188,성산,9/2/2019 20:00,25.7,,1.4,95
188,성산,9/2/2019 21:00,25.2,,1.4,95
188,성산,9/2/2019 22:00,24.9,,0.5,93
188,성산,9/2/2019 23:00,25,,1.8,92
188,성산,9/3/2019 0:00,25.3,,1.8,90
188,성산,9/3/2019 1:00,24.5,,0.4,93
188,성산,9/3/2019 2:00,24,,0,95
188,성산,9/3/2019 3:00,24.1,,0.4,95
188,성산,9/3/2019 4:00,24,19.5,1.4,95
188,성산,9/3/2019 5:00,24,3.4,0.7,95
188,성산,9/3/2019 6:00,24.3,,0.8,94
188,성산,9/3/2019 7:00,24.3,,1.3,93
188,성산,9/3/2019 8:00,24.6,,0.4,90
188,성산,9/3/2019 9:00,25.7,,1.8,89
188,성산,9/3/2019 10:00,24.4,5.4,0.6,93
188,성산,9/3/2019 11:00,23.9,3.8,3.4,95
188,성산,9/3/2019 12:00,25.2,,3.1,91
188,성산,9/3/2019 13:00,26.1,,2.7,84
188,성산,9/3/2019 14:00,26.4,,2,87
188,성산,9/3/2019 15:00,25.8,0,1.8,91
188,성산,9/3/2019 16:00,25.4,1.3,1.3,93
188,성산,9/3/2019 17:00,25,0.1,1.7,93
188,성산,9/3/2019 18:00,24.2,0.9,3.5,93
188,성산,9/3/2019 19:00,24,,1.7,94
188,성산,9/3/2019 20:00,23.9,,1.5,94
188,성산,9/3/2019 21:00,24.6,,2.6,94
188,성산,9/3/2019 22:00,24.6,,2,91
188,성산,9/3/2019 23:00,24.8,,1.7,92
188,성산,9/4/2019 0:00,24.9,,1.4,93
188,성산,9/4/2019 1:00,25.2,,2.6,94
188,성산,9/4/2019 2:00,25.1,,1.3,93
188,성산,9/4/2019 3:00,25.3,,1.1,93
188,성산,9/4/2019 4:00,25.6,,2.9,91
188,성산,9/4/2019 5:00,25.8,,3.8,92
188,성산,9/4/2019 6:00,25.8,,4.8,91
188,성산,9/4/2019 7:00,25.9,,2.8,91
188,성산,9/4/2019 8:00,26.5,,4.7,88
188,성산,9/4/2019 9:00,25.8,,1.6,81
188,성산,9/4/2019 10:00,24.3,0.7,1.8,91
188,성산,9/4/2019 11:00,24.1,5.3,0.8,94
188,성산,9/4/2019 12:00,24.9,1.1,3.2,95
188,성산,9/4/2019 13:00,23.5,1.8,1.8,92
188,성산,9/4/2019 14:00,22.5,2.6,3.7,92
188,성산,9/4/2019 15:00,22.8,4,1.9,93
188,성산,9/4/2019 16:00,23.6,,2.8,88
188,성산,9/4/2019 17:00,24.5,,2.4,80
188,성산,9/4/2019 18:00,26,,0.6,76
188,성산,9/4/2019 19:00,24.1,,1.1,88
188,성산,9/4/2019 20:00,23.5,,0.7,90
188,성산,9/4/2019 21:00,23.4,,1.2,89
188,성산,9/4/2019 22:00,23.4,,0.9,89
188,성산,9/4/2019 23:00,23.3,,1.2,92
188,성산,9/5/2019 0:00,23.8,,1.7,92
188,성산,9/5/2019 1:00,23.9,,0.6,94
188,성산,9/5/2019 2:00,23.4,,0.9,95
188,성산,9/5/2019 3:00,24.7,,1.5,95
188,성산,9/5/2019 4:00,24.4,0,3.7,92
188,성산,9/5/2019 5:00,24.8,,2.6,92
188,성산,9/5/2019 6:00,24.4,,3.2,90
188,성산,9/5/2019 7:00,24.4,,1.6,90
188,성산,9/5/2019 8:00,24.4,1,1,94
188,성산,9/5/2019 9:00,27.3,0.4,1.3,85
188,성산,9/5/2019 10:00,27.1,,0.9,84
188,성산,9/5/2019 11:00,27,0.3,1.3,85
188,성산,9/5/2019 12:00,26.5,0,1.3,88
188,성산,9/5/2019 13:00,27.3,0,1.6,87
188,성산,9/5/2019 14:00,28.5,,3.2,83
188,성산,9/5/2019 15:00,26.7,,4.1,77
188,성산,9/5/2019 16:00,24.2,31.5,0.8,95
188,성산,9/5/2019 17:00,25.4,0.2,1.1,93
188,성산,9/5/2019 18:00,24.7,8.5,1.5,95
188,성산,9/5/2019 19:00,24.6,,0.8,94
188,성산,9/5/2019 20:00,24.5,,0.9,94
188,성산,9/5/2019 21:00,24.5,,0.9,94
188,성산,9/5/2019 22:00,24.6,,0.9,94
188,성산,9/5/2019 23:00,24.5,,0.7,96
188,성산,9/6/2019 0:00,25,,1,95
188,성산,9/6/2019 1:00,25.5,,1.2,95
188,성산,9/6/2019 2:00,25.5,,1.4,94
188,성산,9/6/2019 3:00,25.7,,1.6,94
188,성산,9/6/2019 4:00,25.9,,1.5,94
188,성산,9/6/2019 5:00,26.1,,2.8,94
188,성산,9/6/2019 6:00,25.9,,3.3,92
188,성산,9/6/2019 7:00,26.7,,3.6,89
188,성산,9/6/2019 8:00,27.2,,4.3,86
188,성산,9/6/2019 9:00,27.7,,3.9,84
188,성산,9/6/2019 10:00,28.1,,4.8,80
188,성산,9/6/2019 11:00,27.5,,4.9,83
188,성산,9/6/2019 12:00,27.4,,4.6,83
188,성산,9/6/2019 13:00,27.7,,4.5,82
188,성산,9/6/2019 14:00,27.5,,4.3,82
188,성산,9/6/2019 15:00,26.6,0,5.3,88
188,성산,9/6/2019 16:00,26.1,2,4.9,90
188,성산,9/6/2019 17:00,25.6,2.5,6.5,92
188,성산,9/6/2019 18:00,25.7,4.1,6.7,92
188,성산,9/6/2019 19:00,25.9,31.3,12.6,93
188,성산,9/6/2019 20:00,25.9,,11.1,90
188,성산,9/6/2019 21:00,26.4,0,13.4,87
188,성산,9/6/2019 22:00,26.7,0.3,15,88
188,성산,9/6/2019 23:00,26.7,2.3,14.6,89
188,성산,9/7/2019 0:00,27.1,1.2,15.3,87
188,성산,9/7/2019 1:00,27.4,0.6,16.9,85
188,성산,9/7/2019 2:00,27.4,0,16,84
188,성산,9/7/2019 3:00,27.3,0.1,14.8,86
188,성산,9/7/2019 4:00,27.1,1.8,10.1,86
188,성산,9/7/2019 5:00,26.8,0,12.4,86
188,성산,9/7/2019 6:00,26.6,0,14.8,86
188,성산,9/7/2019 7:00,25.7,0,11.7,91
188,성산,9/7/2019 8:00,25.7,0.2,11.5,91
188,성산,9/7/2019 9:00,26.6,,9,85
188,성산,9/7/2019 10:00,27.1,0,9.4,81
188,성산,9/7/2019 11:00,27.5,,10.2,81
188,성산,9/7/2019 12:00,27,,8.8,81
188,성산,9/7/2019 13:00,28.1,,8,79
188,성산,9/7/2019 14:00,27.1,,6.5,81
188,성산,9/7/2019 15:00,27,,7,80
188,성산,9/7/2019 16:00,27.6,,5.4,79
188,성산,9/7/2019 17:00,27,,4.3,79
188,성산,9/7/2019 18:00,26,,3.9,84
188,성산,9/7/2019 19:00,25.2,,3.1,88
188,성산,9/7/2019 20:00,24.6,,1.7,91
188,성산,9/7/2019 21:00,23.8,,0.6,93
188,성산,9/7/2019 22:00,23.2,,0.4,95
188,성산,9/7/2019 23:00,23.1,,0.5,95
188,성산,9/8/2019 0:00,23.1,,0.5,95
188,성산,9/8/2019 1:00,22.8,,0.4,96
188,성산,9/8/2019 2:00,22.6,,0.2,96
188,성산,9/8/2019 3:00,22.4,,0.3,96
188,성산,9/8/2019 4:00,22.8,,0.5,96
188,성산,9/8/2019 5:00,22.9,,0.3,95
188,성산,9/8/2019 6:00,22.8,,1.2,94
188,성산,9/8/2019 7:00,23.2,,0.7,94
188,성산,9/8/2019 8:00,23.9,,1.2,94
188,성산,9/8/2019 9:00,24.6,,2.1,93
188,성산,9/8/2019 10:00,25,,2.7,88
188,성산,9/8/2019 11:00,25,0.1,1.6,90
188,성산,9/8/2019 12:00,24,4.1,2.7,94
188,성산,9/8/2019 13:00,23.7,6.6,3.4,95
188,성산,9/8/2019 14:00,23.5,9.7,3.1,95
188,성산,9/8/2019 15:00,23.1,8,3.5,95
188,성산,9/8/2019 16:00,23.7,0.7,3.1,94
188,성산,9/8/2019 17:00,23.8,0.1,1.7,94
188,성산,9/8/2019 18:00,23.4,0.5,2.6,95
188,성산,9/8/2019 19:00,23.2,,1.4,95
188,성산,9/8/2019 20:00,23.3,,2.2,95
188,성산,9/8/2019 21:00,23.3,,1,95
188,성산,9/8/2019 22:00,23.5,,1.9,95
188,성산,9/8/2019 23:00,23.7,,1.1,95
188,성산,9/9/2019 0:00,24.3,0.5,2.3,95
188,성산,9/9/2019 1:00,24.4,0.2,3.1,95
188,성산,9/9/2019 2:00,24.1,0,2.8,95
188,성산,9/9/2019 3:00,24.7,,2,94
188,성산,9/9/2019 4:00,25.5,,2.9,95
188,성산,9/9/2019 5:00,26,0.9,5,93
188,성산,9/9/2019 6:00,26,0.3,4.2,94
188,성산,9/9/2019 7:00,26.4,0.1,4.7,94
188,성산,9/9/2019 8:00,27.2,,4.8,90
188,성산,9/9/2019 9:00,27.1,0,6,89
188,성산,9/9/2019 10:00,27.7,,5.5,87
188,성산,9/9/2019 11:00,28.5,,5.1,83
188,성산,9/9/2019 12:00,27.8,,3.7,86
188,성산,9/9/2019 13:00,27.4,,4.3,86
188,성산,9/9/2019 14:00,25.7,1.5,1.4,94
188,성산,9/9/2019 15:00,26.1,0.5,5.1,93
188,성산,9/9/2019 16:00,26.5,,5.1,90
188,성산,9/9/2019 17:00,26.5,,5,90
188,성산,9/9/2019 18:00,26.4,,4.9,89
188,성산,9/9/2019 19:00,26.1,,4.4,90
188,성산,9/9/2019 20:00,25.9,,4.3,90
188,성산,9/9/2019 21:00,25.8,,4.3,91
188,성산,9/9/2019 22:00,25.9,,3.2,89
188,성산,9/9/2019 23:00,25.6,,3,91
188,성산,9/10/2019 0:00,25.6,,3.2,90
188,성산,9/10/2019 1:00,25.4,,4,90
188,성산,9/10/2019 2:00,25.2,,3.6,89
188,성산,9/10/2019 3:00,25.1,,3.5,89
188,성산,9/10/2019 4:00,24.9,,2.7,89
188,성산,9/10/2019 5:00,25,,3.2,89
188,성산,9/10/2019 6:00,25.1,,2.8,90
188,성산,9/10/2019 7:00,25.5,,3.1,91
188,성산,9/10/2019 8:00,26.7,,4.4,87
188,성산,9/10/2019 9:00,27.7,,5.2,78
188,성산,9/10/2019 10:00,27.2,,4.4,85
188,성산,9/10/2019 11:00,27.2,,4.5,85
188,성산,9/10/2019 12:00,27.3,,5,85
188,성산,9/10/2019 13:00,28.7,,4,79
188,성산,9/10/2019 14:00,28.4,,4.4,80
188,성산,9/10/2019 15:00,28.9,,3.6,82
188,성산,9/10/2019 16:00,27.5,,3.4,85
188,성산,9/10/2019 17:00,27.2,,3.2,85
188,성산,9/10/2019 18:00,26.9,,2.4,86
188,성산,9/10/2019 19:00,26.5,,2.4,82
188,성산,9/10/2019 20:00,25.7,,1.6,87
188,성산,9/10/2019 21:00,25.5,,0.6,88
188,성산,9/10/2019 22:00,25.5,,0.1,88
188,성산,9/10/2019 23:00,25,,1,86
188,성산,9/11/2019 0:00,25,,0.7,86
188,성산,9/11/2019 1:00,24.8,,1.2,91
188,성산,9/11/2019 2:00,24.7,,0.8,92
188,성산,9/11/2019 3:00,24.5,,1.7,94
188,성산,9/11/2019 4:00,25.4,,2.2,93
188,성산,9/11/2019 5:00,25.2,,1.5,94
188,성산,9/11/2019 6:00,25.3,,2.3,94
188,성산,9/11/2019 7:00,26.1,,2.2,92
188,성산,9/11/2019 8:00,27.7,,2.4,88
188,성산,9/11/2019 9:00,28.5,,2.3,84
188,성산,9/11/2019 10:00,26.8,,1.4,83
188,성산,9/11/2019 11:00,29.4,,2,74
188,성산,9/11/2019 12:00,29.4,,2.3,75
188,성산,9/11/2019 13:00,27.5,,2.6,78
188,성산,9/11/2019 14:00,27.8,,1.9,79
188,성산,9/11/2019 15:00,27.3,,2.4,79
188,성산,9/11/2019 16:00,27.4,,2.6,80
188,성산,9/11/2019 17:00,26.6,,2.2,83
188,성산,9/11/2019 18:00,26,,2.4,86
188,성산,9/11/2019 19:00,25.7,,1.9,87
188,성산,9/11/2019 20:00,24.9,,0.7,91
188,성산,9/11/2019 21:00,24.7,,1.4,90
188,성산,9/11/2019 22:00,24.5,,1.4,90
188,성산,9/11/2019 23:00,24.1,,2.5,91
188,성산,9/12/2019 0:00,24.3,,1.9,91
188,성산,9/12/2019 1:00,24.1,,1.3,93
188,성산,9/12/2019 2:00,25.3,,4.4,91
188,성산,9/12/2019 3:00,25.2,,4.4,89
188,성산,9/12/2019 4:00,25.2,,4.4,89
188,성산,9/12/2019 5:00,25.2,,5,88
188,성산,9/12/2019 6:00,25.1,,5,89
188,성산,9/12/2019 7:00,24.7,,4.9,89
188,성산,9/12/2019 8:00,24.7,,5.3,87
188,성산,9/12/2019 9:00,24.9,,5.7,86
188,성산,9/12/2019 10:00,24.8,,5.3,85
188,성산,9/12/2019 11:00,25.2,,6.2,83
188,성산,9/12/2019 12:00,24.7,,6.1,84
188,성산,9/12/2019 13:00,24.6,,5.3,83
188,성산,9/12/2019 14:00,24.6,,6.7,79
188,성산,9/12/2019 15:00,24.5,,6.2,80
188,성산,9/12/2019 16:00,24.3,,5.8,80
188,성산,9/12/2019 17:00,24,,5.2,80
188,성산,9/12/2019 18:00,23.8,,5.1,79
188,성산,9/12/2019 19:00,23.6,,4.4,80
188,성산,9/12/2019 20:00,23.8,,4.6,77
188,성산,9/12/2019 21:00,23.8,,5.3,76
188,성산,9/12/2019 22:00,23.9,,5.1,74
188,성산,9/12/2019 23:00,23.5,,4.8,78
188,성산,9/13/2019 0:00,23.3,,4.4,78
188,성산,9/13/2019 1:00,23.2,,4.3,77
188,성산,9/13/2019 2:00,23.3,,4.8,77
188,성산,9/13/2019 3:00,23,,4.3,77
188,성산,9/13/2019 4:00,22.9,,4.1,78
188,성산,9/13/2019 5:00,23,,4.4,79
188,성산,9/13/2019 6:00,22.8,,3.9,79
188,성산,9/13/2019 7:00,23.2,,4.7,79
188,성산,9/13/2019 8:00,23.9,,4.2,77
188,성산,9/13/2019 9:00,24.7,,4.9,75
188,성산,9/13/2019 10:00,24.6,,5.6,75
188,성산,9/13/2019 11:00,24.4,,4.8,77
188,성산,9/13/2019 12:00,24.4,,4,76
188,성산,9/13/2019 13:00,24.4,,5.6,76
188,성산,9/13/2019 14:00,25.1,,5,74
188,성산,9/13/2019 15:00,25.4,,5.5,73
188,성산,9/13/2019 16:00,25.5,,5,72
188,성산,9/13/2019 17:00,25.1,,4.9,71
188,성산,9/13/2019 18:00,24.5,,4.4,69
188,성산,9/13/2019 19:00,24,,4.4,70
188,성산,9/13/2019 20:00,24.1,,4,69
188,성산,9/13/2019 21:00,24,,3.5,69
188,성산,9/13/2019 22:00,23.6,,2.7,71
188,성산,9/13/2019 23:00,23.8,,3.1,74
188,성산,9/14/2019 0:00,23.5,,2.6,76
188,성산,9/14/2019 1:00,22.5,,1.7,80
188,성산,9/14/2019 2:00,21.5,,1.5,85
188,성산,9/14/2019 3:00,21.4,,1.9,88
188,성산,9/14/2019 4:00,21.1,,1.4,89
188,성산,9/14/2019 5:00,20.7,,1.2,89
188,성산,9/14/2019 6:00,20.7,,1.4,87
188,성산,9/14/2019 7:00,21.4,,2.6,84
188,성산,9/14/2019 8:00,23.5,,2.5,77
188,성산,9/14/2019 9:00,24.5,,3.5,70
188,성산,9/14/2019 10:00,25.6,,4.2,68
188,성산,9/14/2019 11:00,25.8,,4.5,62
188,성산,9/14/2019 12:00,26.4,,4.1,66
188,성산,9/14/2019 13:00,26.4,,3.6,62
188,성산,9/14/2019 14:00,26.5,,3.9,62
188,성산,9/14/2019 15:00,26.8,,2.8,59
188,성산,9/14/2019 16:00,27,,2.4,57
188,성산,9/14/2019 17:00,27,,2.4,57
188,성산,9/14/2019 18:00,25.7,,2.1,66
188,성산,9/14/2019 19:00,23.9,,1.2,74
188,성산,9/14/2019 20:00,23.4,,0.7,75
188,성산,9/14/2019 21:00,23.6,,3.6,74
188,성산,9/14/2019 22:00,23.7,,4.1,74
188,성산,9/14/2019 23:00,23.4,,3.3,79
188,성산,9/15/2019 0:00,23.4,,3.4,79
188,성산,9/15/2019 1:00,22.8,,2.1,82
188,성산,9/15/2019 2:00,22.7,,2.4,81
188,성산,9/15/2019 3:00,22.6,,1.4,82
188,성산,9/15/2019 4:00,22.7,,2.3,82
188,성산,9/15/2019 5:00,22.5,,2.1,84
188,성산,9/15/2019 6:00,22.5,,2.1,83
188,성산,9/15/2019 7:00,23,,1.6,83
188,성산,9/15/2019 8:00,24.8,,2.1,79
188,성산,9/15/2019 9:00,25.9,,2.7,74
188,성산,9/15/2019 10:00,26.9,,2.7,71
188,성산,9/15/2019 11:00,27.8,,3.2,66
188,성산,9/15/2019 12:00,28.2,,3.8,67
188,성산,9/15/2019 13:00,27.8,,3.8,63
188,성산,9/15/2019 14:00,28.7,,3.5,58
188,성산,9/15/2019 15:00,27.6,,4,64
188,성산,9/15/2019 16:00,27.6,,4.1,63
188,성산,9/15/2019 17:00,26.3,,4.5,73
188,성산,9/15/2019 18:00,25.6,,3.1,77
188,성산,9/15/2019 19:00,24.4,,1.3,81
188,성산,9/15/2019 20:00,23.8,,2.2,83
188,성산,9/15/2019 21:00,23.6,,1.6,86
188,성산,9/15/2019 22:00,23.5,,1.5,89
188,성산,9/15/2019 23:00,23.4,,2.6,90
188,성산,9/16/2019 0:00,23.5,,1.5,89
188,성산,9/16/2019 1:00,24,,3.3,87
188,성산,9/16/2019 2:00,23.8,,3,87
188,성산,9/16/2019 3:00,23.8,,2.8,86
188,성산,9/16/2019 4:00,23.6,,2.4,85
188,성산,9/16/2019 5:00,23.7,,2.7,84
188,성산,9/16/2019 6:00,23.7,,3,83
188,성산,9/16/2019 7:00,23.7,,3,84
188,성산,9/16/2019 8:00,24.6,,3.1,80
188,성산,9/16/2019 9:00,24.8,,5.2,75
188,성산,9/16/2019 10:00,25.3,,4,73
188,성산,9/16/2019 11:00,25.4,,4,73
188,성산,9/16/2019 12:00,25.4,,3.9,74
188,성산,9/16/2019 13:00,26.9,,4.3,69
188,성산,9/16/2019 14:00,26.2,,3.8,67
188,성산,9/16/2019 15:00,27.3,,3.4,65
188,성산,9/16/2019 16:00,25.8,,4.4,70
188,성산,9/16/2019 17:00,25.2,,3.3,73
188,성산,9/16/2019 18:00,24.2,,2.8,79
188,성산,9/16/2019 19:00,23.6,,1.9,82
188,성산,9/16/2019 20:00,23.6,,1.2,83
188,성산,9/16/2019 21:00,23.6,,0.8,84
188,성산,9/16/2019 22:00,23.7,,1.5,82
188,성산,9/16/2019 23:00,24.2,0,3.3,74
188,성산,9/17/2019 0:00,24.4,,4.3,66
188,성산,9/17/2019 1:00,23.7,,3.8,71
188,성산,9/17/2019 2:00,23.8,,4.8,64
188,성산,9/17/2019 3:00,23.1,,3.3,69
188,성산,9/17/2019 4:00,22.8,,3.5,72
188,성산,9/17/2019 5:00,22.6,,3.7,69
188,성산,9/17/2019 6:00,22.5,,4.3,63
188,성산,9/17/2019 7:00,22.7,,3.6,64
188,성산,9/17/2019 8:00,23.6,,4.8,62
188,성산,9/17/2019 9:00,23.8,,4.8,64
188,성산,9/17/2019 10:00,24.4,,5.6,63
188,성산,9/17/2019 11:00,24.5,,5.5,65
188,성산,9/17/2019 12:00,25.3,,5.6,67
188,성산,9/17/2019 13:00,25.1,,5.3,67
188,성산,9/17/2019 14:00,25.3,,5.9,67
188,성산,9/17/2019 15:00,25.4,,5.5,66
188,성산,9/17/2019 16:00,25,,4.9,67
188,성산,9/17/2019 17:00,25.3,,5.8,54
188,성산,9/17/2019 18:00,24.4,,4.2,60
188,성산,9/17/2019 19:00,23.1,,3.6,70
188,성산,9/17/2019 20:00,22.2,,2.3,73
188,성산,9/17/2019 21:00,22.3,,2.6,74
188,성산,9/17/2019 22:00,21.7,,1.6,80
188,성산,9/17/2019 23:00,21.1,,1.5,77
188,성산,9/18/2019 0:00,20.8,,2.1,78
188,성산,9/18/2019 1:00,20.8,,2.1,81
188,성산,9/18/2019 2:00,20.5,,1.7,83
188,성산,9/18/2019 3:00,20.4,,1,82
188,성산,9/18/2019 4:00,20.2,,1.1,81
188,성산,9/18/2019 5:00,20.2,,1.3,80
188,성산,9/18/2019 6:00,20,,1.3,80
188,성산,9/18/2019 7:00,20.7,,1.6,78
188,성산,9/18/2019 8:00,23,,3,71
188,성산,9/18/2019 9:00,24,,2.9,71
188,성산,9/18/2019 10:00,24.9,,3.5,62
188,성산,9/18/2019 11:00,26.4,,4.6,52
188,성산,9/18/2019 12:00,26.9,,3.3,49
188,성산,9/18/2019 13:00,26.9,,3.6,49
188,성산,9/18/2019 14:00,27.3,,4.4,49
188,성산,9/18/2019 15:00,27.7,,3.4,46
188,성산,9/18/2019 16:00,25.6,,3.7,60
188,성산,9/18/2019 17:00,24.9,,4.2,59
188,성산,9/18/2019 18:00,24.2,,5.4,63
188,성산,9/18/2019 19:00,22.8,,4.7,71
188,성산,9/18/2019 20:00,21.9,,4.8,71
188,성산,9/18/2019 21:00,21.4,,5.7,69
188,성산,9/18/2019 22:00,20.7,,6.4,62
188,성산,9/18/2019 23:00,20.1,,5.4,65
188,성산,9/19/2019 0:00,19.7,,6.4,68
188,성산,9/19/2019 1:00,19.6,,4.2,68
188,성산,9/19/2019 2:00,19.1,,2.9,70
188,성산,9/19/2019 3:00,19.4,,2.1,72
188,성산,9/19/2019 4:00,20.6,,1.5,75
188,성산,9/19/2019 5:00,22.7,,3.9,72
188,성산,9/19/2019 6:00,22.7,,4.2,74
188,성산,9/19/2019 7:00,22.6,,4.5,76
188,성산,9/19/2019 8:00,23.3,,5.4,75
188,성산,9/19/2019 9:00,24.1,,5.3,72
188,성산,9/19/2019 10:00,24.9,,6.1,60
188,성산,9/19/2019 11:00,24.1,,5.5,61
188,성산,9/19/2019 12:00,25.4,,5.7,57
188,성산,9/19/2019 13:00,25.5,,5.6,53
188,성산,9/19/2019 14:00,25,,6.6,50
188,성산,9/19/2019 15:00,24.7,,6.4,53
188,성산,9/19/2019 16:00,24.5,,5.6,54
188,성산,9/19/2019 17:00,23.9,,5.6,56
188,성산,9/19/2019 18:00,23.1,,4.1,55
188,성산,9/19/2019 19:00,22.6,,3.6,59
188,성산,9/19/2019 20:00,22.4,,3.9,62
188,성산,9/19/2019 21:00,22.3,,4,64
188,성산,9/19/2019 22:00,22,,3.6,65
188,성산,9/19/2019 23:00,22.1,,4,66
188,성산,9/20/2019 0:00,22.1,,3.5,65
188,성산,9/20/2019 1:00,22.1,,3.3,64
188,성산,9/20/2019 2:00,22.2,,4.6,56
188,성산,9/20/2019 3:00,22.3,,4.9,53
188,성산,9/20/2019 4:00,22.1,,4.8,59
188,성산,9/20/2019 5:00,22,,4.8,62
188,성산,9/20/2019 6:00,21.8,,4.3,63
188,성산,9/20/2019 7:00,22.1,,4.7,62
188,성산,9/20/2019 8:00,23,,4.8,63
188,성산,9/20/2019 9:00,23.4,,5.5,64
188,성산,9/20/2019 10:00,24.9,,5,59
188,성산,9/20/2019 11:00,24.9,,4.7,62
188,성산,9/20/2019 12:00,25.5,,5.8,59
188,성산,9/20/2019 13:00,25.5,,5.7,62
188,성산,9/20/2019 14:00,24.5,,5.1,65
188,성산,9/20/2019 15:00,24.6,,5.6,66
188,성산,9/20/2019 16:00,24.5,,5.5,65
188,성산,9/20/2019 17:00,24.2,,5,65
188,성산,9/20/2019 18:00,24,,6.1,66
188,성산,9/20/2019 19:00,23.9,,6.1,66
188,성산,9/20/2019 20:00,22.3,0,5.9,83
188,성산,9/20/2019 21:00,22.7,0,3.9,72
188,성산,9/20/2019 22:00,21.9,0,6.5,84
188,성산,9/20/2019 23:00,20.8,1.1,7.3,88
188,성산,9/21/2019 0:00,20.8,0.1,5.1,77
188,성산,9/21/2019 1:00,21.4,,5.5,74
188,성산,9/21/2019 2:00,20.9,0,5.3,81
188,성산,9/21/2019 3:00,21.5,0.1,5.3,75
188,성산,9/21/2019 4:00,21.4,0.2,6,73
188,성산,9/21/2019 5:00,21.6,0.2,7.4,71
188,성산,9/21/2019 6:00,21.8,0,7.1,75
188,성산,9/21/2019 7:00,21.4,0.1,6.9,77
188,성산,9/21/2019 8:00,20.8,1.1,7.6,82
188,성산,9/21/2019 9:00,20.3,3.3,6.7,86
188,성산,9/21/2019 10:00,21.6,0.5,7.9,81
188,성산,9/21/2019 11:00,20.3,0.5,7.4,81
188,성산,9/21/2019 12:00,19.7,22.3,6,90
188,성산,9/21/2019 13:00,20.3,7,6.5,91
188,성산,9/21/2019 14:00,20.7,6.9,6.3,92
188,성산,9/21/2019 15:00,20.5,10.9,8.2,93
188,성산,9/21/2019 16:00,20,23.5,6.9,93
188,성산,9/21/2019 17:00,21.3,20.4,6.8,94
188,성산,9/21/2019 18:00,21.1,9.2,7.6,94
188,성산,9/21/2019 19:00,21.9,15.8,7,94
188,성산,9/21/2019 20:00,22.1,3.8,7.9,93
188,성산,9/21/2019 21:00,22.3,8.6,8.2,94
188,성산,9/21/2019 22:00,22.4,5.9,8.7,93
188,성산,9/21/2019 23:00,21.9,4.6,8.3,93
188,성산,9/22/2019 0:00,22.2,6.6,8.9,93
188,성산,9/22/2019 1:00,22.2,5.2,8.3,93
188,성산,9/22/2019 2:00,21.8,6.3,8.9,93
188,성산,9/22/2019 3:00,21.4,12.7,9.6,94
188,성산,9/22/2019 4:00,21.2,13.6,9.1,94
188,성산,9/22/2019 5:00,21.3,5.8,10.6,93
188,성산,9/22/2019 6:00,21.4,3.1,12.4,92
188,성산,9/22/2019 7:00,21.2,6.6,10.9,93
188,성산,9/22/2019 8:00,21.2,6.5,10.2,93
188,성산,9/22/2019 9:00,21.5,5,9.7,93
188,성산,9/22/2019 10:00,21.3,5.6,10.8,93
188,성산,9/22/2019 11:00,21,5.3,11.4,92
188,성산,9/22/2019 12:00,20.7,8.8,11.9,92
188,성산,9/22/2019 13:00,20.3,14.1,12.5,92
188,성산,9/22/2019 14:00,19.9,18.7,15.9,91
188,성산,9/22/2019 15:00,19.8,22,14.2,92
188,성산,9/22/2019 16:00,19.7,8.8,14.1,90
188,성산,9/22/2019 17:00,20,0.8,7.9,88
188,성산,9/22/2019 18:00,20.7,0.1,8.9,78
188,성산,9/22/2019 19:00,21.2,0,5.9,73
188,성산,9/22/2019 20:00,19.1,2.6,3.3,89
188,성산,9/22/2019 21:00,19,0.4,4.9,86
188,성산,9/22/2019 22:00,19.9,,5.9,77
188,성산,9/22/2019 23:00,20.2,,6.5,77
188,성산,9/23/2019 0:00,19.7,,4.7,81
188,성산,9/23/2019 1:00,19.6,,4.7,82
188,성산,9/23/2019 2:00,19.3,,3.2,83
188,성산,9/23/2019 3:00,19.3,,1.8,83
188,성산,9/23/2019 4:00,19.4,,1.9,83
188,성산,9/23/2019 5:00,19.2,,1.6,84
188,성산,9/23/2019 6:00,19.3,,2.5,83
188,성산,9/23/2019 7:00,19.1,,1.6,87
188,성산,9/23/2019 8:00,19.9,,2.1,82
188,성산,9/23/2019 9:00,20.1,,1.7,86
188,성산,9/23/2019 10:00,20.2,,2.7,84
188,성산,9/23/2019 11:00,20.4,0,2.3,83
188,성산,9/23/2019 12:00,21.4,,2.1,79
188,성산,9/23/2019 13:00,21.9,,2.2,74
188,성산,9/23/2019 14:00,22.3,,3,75
188,성산,9/23/2019 15:00,22.5,,3.1,66
188,성산,9/23/2019 16:00,22.1,,3.6,64
188,성산,9/23/2019 17:00,21.8,,2.9,65
188,성산,9/23/2019 18:00,21,,3.5,71
188,성산,9/23/2019 19:00,19.9,,3.6,73
188,성산,9/23/2019 20:00,19.5,,3.6,72
188,성산,9/23/2019 21:00,19,,3.3,73
188,성산,9/23/2019 22:00,18.5,,3.1,73
188,성산,9/23/2019 23:00,18.3,,3.5,75
188,성산,9/24/2019 0:00,17.6,,4.4,76
188,성산,9/24/2019 1:00,17.6,,,79
188,성산,9/24/2019 2:00,17.8,,,80
